사고다발지FID,사고다발지ID,법정동코드,지점코드,시도시군구명,지점명,발생건수,사상자수,사망자수,중상자수,경상자수,부상신고자수,경도,위도,다발지역폴리곤
6508466,2019036,1132010700,11320002,서울특별시 도봉구2,서울특별시 도봉구 창동(쌍문역 부근),4,4,0,2,1,1,127.0353739,37.64915026,"{""type"":""Polygon"",""coordinates"":[[[127.03717052,37.64915026],[127.037136,37.64887274],[127.03703376,37.64860589],[127.03686774,37.64835995],[127.0366443,37.64814439],[127.03637205,37.64796748],[127.03606143,37.64783602],[127.0357244,37.64775507],[127.03537389,37.64772774],[127.03502339,37.64775507],[127.03468635,37.64783602],[127.03437574,37.64796748],[127.03410348,37.64814439],[127.03388005,37.64835995],[127.03371402,37.64860589],[127.03361178,37.64887274],[127.03357726,37.64915026],[127.03361178,37.64942778],[127.03371402,37.64969463],[127.03388005,37.64994056],[127.03410348,37.65015612],[127.03437574,37.65033302],[127.03468635,37.65046448],[127.03502339,37.65054542],[127.03537389,37.65057276],[127.0357244,37.65054542],[127.03606143,37.65046448],[127.03637205,37.65033302],[127.0366443,37.65015612],[127.03686774,37.64994056],[127.03703376,37.64969463],[127.037136,37.64942778],[127.03717052,37.64915026]]]}"
6508467,2019036,1132010500,11320003,서울특별시 도봉구3,서울특별시 도봉구 쌍문동(쌍문1동주민센터 부근),3,3,1,1,1,0,127.0263577,37.64831391,"{""type"":""Polygon"",""coordinates"":[[[127.02815429,37.64831391],[127.02811977,37.64803638],[127.02801753,37.64776953],[127.0278515,37.64752359],[127.02762807,37.64730802],[127.02735581,37.64713111],[127.0270452,37.64699965],[127.02670817,37.6469187],[127.02635766,37.64689137],[127.02600716,37.6469187],[127.02567012,37.64699965],[127.02535951,37.64713111],[127.02508725,37.64730802],[127.02486382,37.64752359],[127.02469779,37.64776953],[127.02459555,37.64803638],[127.02456103,37.64831391],[127.02459555,37.64859143],[127.02469779,37.64885828],[127.02486382,37.64910421],[127.02508725,37.64931978],[127.02535951,37.64949668],[127.02567012,37.64962814],[127.02600716,37.64970909],[127.02635766,37.64973642],[127.02670817,37.64970909],[127.0270452,37.64962814],[127.02735581,37.64949668],[127.02762807,37.64931978],[127.0278515,37.64910421],[127.02801753,37.64885828],[127.02811977,37.64859143],[127.02815429,37.64831391]]]}"
6506086,2019036,1132010700,11320004,서울특별시 도봉구4,서울특별시 도봉구 창동(가인초교 부근),3,4,0,3,1,0,127.0424836,37.65920841,"{""type"":""Polygon"",""coordinates"":[[[127.04428024,37.65920841],[127.04424572,37.65893093],[127.04414348,37.65866411],[127.04397745,37.65841821],[127.04375402,37.65820267],[127.04348176,37.65802579],[127.04317115,37.65789435],[127.04283411,37.65781341],[127.04248361,37.65778608],[127.0421331,37.65781341],[127.04179607,37.65789435],[127.04148545,37.65802579],[127.0412132,37.65820267],[127.04098977,37.65841821],[127.04082374,37.65866411],[127.0407215,37.65893093],[127.04068698,37.65920841],[127.0407215,37.65948589],[127.04082374,37.65975271],[127.04098977,37.6599986],[127.0412132,37.66021413],[127.04148545,37.66039102],[127.04179607,37.66052245],[127.0421331,37.66060339],[127.04248361,37.66063072],[127.04283411,37.66060339],[127.04317115,37.66052245],[127.04348176,37.66039102],[127.04375402,37.66021413],[127.04397745,37.6599986],[127.04414348,37.65975271],[127.04424572,37.65948589],[127.04428024,37.65920841]]]}"
6514556,2019036,1132010800,11320005,서울특별시 도봉구5,서울특별시 도봉구 도봉동(부부약국 부근),3,3,0,2,1,0,127.0436523,37.68443994,"{""type"":""Polygon"",""coordinates"":[[[127.04544893,37.68443994],[127.04541441,37.68416255],[127.04531217,37.68389582],[127.04514615,37.68365],[127.04492271,37.68343454],[127.04465046,37.68325771],[127.04433984,37.68312632],[127.04400281,37.68304541],[127.0436523,37.68301809],[127.0433018,37.68304541],[127.04296476,37.68312632],[127.04265415,37.68325771],[127.04238189,37.68343454],[127.04215846,37.68365],[127.04199243,37.68389582],[127.04189019,37.68416255],[127.04185567,37.68443994],[127.04189019,37.68471732],[127.04199243,37.68498405],[127.04215846,37.68522986],[127.04238189,37.68544532],[127.04265415,37.68562214],[127.04296476,37.68575353],[127.0433018,37.68583444],[127.0436523,37.68586176],[127.04400281,37.68583444],[127.04433984,37.68575353],[127.04465046,37.68562214],[127.04492271,37.68544532],[127.04514615,37.68522986],[127.04531217,37.68498405],[127.04541441,37.68471732],[127.04544893,37.68443994]]]}"
6508468,2019036,1132010800,11320006,서울특별시 도봉구6,서울특별시 도봉구 도봉동(도봉중 부근),3,3,0,1,1,1,127.0459487,37.67134362,"{""type"":""Polygon"",""coordinates"":[[[127.04774528,37.67134362],[127.04771076,37.67106618],[127.04760852,37.67079941],[127.04744249,37.67055355],[127.04721906,37.67033804],[127.04694681,37.67016119],[127.04663619,37.67002977],[127.04629916,37.66994884],[127.04594865,37.66992152],[127.04559815,37.66994884],[127.04526111,37.67002977],[127.0449505,37.67016119],[127.04467824,37.67033804],[127.04445481,37.67055355],[127.04428878,37.67079941],[127.04418654,37.67106618],[127.04415202,37.67134362],[127.04418654,37.67162105],[127.04428878,37.67188782],[127.04445481,37.67213368],[127.04467824,37.67234918],[127.0449505,37.67252603],[127.04526111,37.67265744],[127.04559815,37.67273837],[127.04594865,37.67276569],[127.04629916,37.67273837],[127.04663619,37.67265744],[127.04694681,37.67252603],[127.04721906,37.67234918],[127.04744249,37.67213368],[127.04760852,37.67188782],[127.04771076,37.67162105],[127.04774528,37.67134362]]]}"
6506640,2019036,1135010200,11350001,서울특별시 노원구1,서울특별시 노원구 월계동(S-OIL 신성주유소 부근),5,6,1,2,3,0,127.0569141,37.62904165,"{""type"":""Polygon"",""coordinates"":[[[127.05871072,37.62904165],[127.0586762,37.62876405],[127.05857396,37.62849713],[127.05840793,37.62825112],[127.0581845,37.6280355],[127.05791224,37.62785854],[127.05760163,37.62772705],[127.0572646,37.62764608],[127.05691409,37.62761874],[127.05656358,37.62764608],[127.05622655,37.62772705],[127.05591594,37.62785854],[127.05564368,37.6280355],[127.05542025,37.62825112],[127.05525422,37.62849713],[127.05515198,37.62876405],[127.05511746,37.62904165],[127.05515198,37.62931924],[127.05525422,37.62958616],[127.05542025,37.62983216],[127.05564368,37.63004778],[127.05591594,37.63022473],[127.05622655,37.63035622],[127.05656358,37.63043719],[127.05691409,37.63046453],[127.0572646,37.63043719],[127.05760163,37.63035622],[127.05791224,37.63022473],[127.0581845,37.63004778],[127.05840793,37.62983216],[127.05857396,37.62958616],[127.0586762,37.62931924],[127.05871072,37.62904165]]]}"
6514557,2019036,1135010600,11350002,서울특별시 노원구2,서울특별시 노원구 중계동(상계역 부근),5,5,0,4,1,0,127.0724583,37.65995734,"{""type"":""Polygon"",""coordinates"":[[[127.07425494,37.65995734],[127.07422042,37.65967986],[127.07411818,37.65941304],[127.07395215,37.65916714],[127.07372872,37.65895161],[127.07345646,37.65877473],[127.07314585,37.65864329],[127.07280881,37.65856235],[127.07245831,37.65853502],[127.0721078,37.65856235],[127.07177077,37.65864329],[127.07146015,37.65877473],[127.0711879,37.65895161],[127.07096446,37.65916714],[127.07079844,37.65941304],[127.0706962,37.65967986],[127.07066168,37.65995734],[127.0706962,37.66023481],[127.07079844,37.66050163],[127.07096446,37.66074752],[127.0711879,37.66096305],[127.07146015,37.66113993],[127.07177077,37.66127136],[127.0721078,37.6613523],[127.07245831,37.66137963],[127.07280881,37.6613523],[127.07314585,37.66127136],[127.07345646,37.66113993],[127.07372872,37.66096305],[127.07395215,37.66074752],[127.07411818,37.66050163],[127.07422042,37.66023481],[127.07425494,37.65995734]]]}"
6508470,2019036,1135010500,11350003,서울특별시 노원구3,서울특별시 노원구 상계동(성광빌딩 부근),5,5,0,3,1,1,127.0623468,37.65713241,"{""type"":""Polygon"",""coordinates"":[[[127.06414347,37.65713241],[127.06410894,37.65685492],[127.06400671,37.65658809],[127.06384068,37.65634218],[127.06361724,37.65612664],[127.06334499,37.65594975],[127.06303438,37.65581831],[127.06269734,37.65573737],[127.06234684,37.65571004],[127.06199633,37.65573737],[127.06165929,37.65581831],[127.06134868,37.65594975],[127.06107643,37.65612664],[127.06085299,37.65634218],[127.06068697,37.65658809],[127.06058473,37.65685492],[127.0605502,37.65713241],[127.06058473,37.6574099],[127.06068697,37.65767672],[127.06085299,37.65792262],[127.06107643,37.65813816],[127.06134868,37.65831505],[127.06165929,37.65844648],[127.06199633,37.65852742],[127.06234684,37.65855475],[127.06269734,37.65852742],[127.06303438,37.65844648],[127.06334499,37.65831505],[127.06361724,37.65813816],[127.06384068,37.65792262],[127.06400671,37.65767672],[127.06410894,37.6574099],[127.06414347,37.65713241]]]}"
6506211,2019036,1135010500,11350004,서울특별시 노원구4,서울특별시 노원구 상계동(수락산역 부근),3,3,1,1,1,0,127.0550329,37.67841878,"{""type"":""Polygon"",""coordinates"":[[[127.05682956,37.67841878],[127.05679504,37.67814137],[127.0566928,37.67787462],[127.05652677,37.67762878],[127.05630334,37.6774133],[127.05603109,37.67723646],[127.05572047,37.67710505],[127.05538344,37.67702413],[127.05503293,37.67699681],[127.05468243,37.67702413],[127.05434539,37.67710505],[127.05403478,37.67723646],[127.05376252,37.6774133],[127.05353909,37.67762878],[127.05337306,37.67787462],[127.05327082,37.67814137],[127.0532363,37.67841878],[127.05327082,37.67869618],[127.05337306,37.67896293],[127.05353909,37.67920876],[127.05376252,37.67942424],[127.05403478,37.67960107],[127.05434539,37.67973247],[127.05468243,37.67981339],[127.05503293,37.67984071],[127.05538344,37.67981339],[127.05572047,37.67973247],[127.05603109,37.67960107],[127.05630334,37.67942424],[127.05652677,37.67920876],[127.0566928,37.67896293],[127.05679504,37.67869618],[127.05682956,37.67841878]]]}"
6506703,2019036,1135010500,11350005,서울특별시 노원구5,서울특별시 노원구 상계동(대성한의원 부근),3,3,1,1,1,0,127.0783711,37.66648072,"{""type"":""Polygon"",""coordinates"":[[[127.0801677,37.66648072],[127.08013318,37.66620327],[127.08003094,37.66593648],[127.07986492,37.6656906],[127.07964148,37.66547508],[127.07936923,37.66529821],[127.07905861,37.66516679],[127.07872158,37.66508586],[127.07837107,37.66505853],[127.07802057,37.66508586],[127.07768353,37.66516679],[127.07737292,37.66529821],[127.07710066,37.66547508],[127.07687723,37.6656906],[127.0767112,37.66593648],[127.07660896,37.66620327],[127.07657444,37.66648072],[127.07660896,37.66675818],[127.0767112,37.66702496],[127.07687723,37.66727084],[127.07710066,37.66748635],[127.07737292,37.66766321],[127.07768353,37.66779463],[127.07802057,37.66787556],[127.07837107,37.66790289],[127.07872158,37.66787556],[127.07905861,37.66779463],[127.07936923,37.66766321],[127.07964148,37.66748635],[127.07986492,37.66727084],[127.08003094,37.66702496],[127.08013318,37.66675818],[127.0801677,37.66648072]]]}"
6508148,2019036,1135010200,11350006,서울특별시 노원구6,서울특별시 노원구 월계동(석계로11길 부근),2,2,1,0,1,0,127.0635872,37.61741584,"{""type"":""Polygon"",""coordinates"":[[[127.0653838,37.61741584],[127.06534928,37.6171382],[127.06524704,37.61687123],[127.06508101,37.61662519],[127.06485758,37.61640954],[127.06458532,37.61623255],[127.06427471,37.61610104],[127.06393767,37.61602005],[127.06358717,37.61599271],[127.06323666,37.61602005],[127.06289963,37.61610104],[127.06258901,37.61623255],[127.06231676,37.61640954],[127.06209332,37.61662519],[127.0619273,37.61687123],[127.06182506,37.6171382],[127.06179054,37.61741584],[127.06182506,37.61769348],[127.0619273,37.61796044],[127.06209332,37.61820648],[127.06231676,37.61842213],[127.06258901,37.61859911],[127.06289963,37.61873062],[127.06323666,37.6188116],[127.06358717,37.61883894],[127.06393767,37.6188116],[127.06427471,37.61873062],[127.06458532,37.61859911],[127.06485758,37.61842213],[127.06508101,37.61820648],[127.06524704,37.61796044],[127.06534928,37.61769348],[127.0653838,37.61741584]]]}"
6506814,2019036,1138010600,11380001,서울특별시 은평구1,서울특별시 은평구 대조동(보스톤탑치과의원 부근),5,5,1,3,1,0,126.9221856,37.61771486,"{""type"":""Polygon"",""coordinates"":[[[126.92398219,37.61771486],[126.92394767,37.61743722],[126.92384543,37.61717025],[126.9236794,37.61692421],[126.92345597,37.61670856],[126.92318371,37.61653157],[126.9228731,37.61640006],[126.92253607,37.61631908],[126.92218556,37.61629173],[126.92183505,37.61631908],[126.92149802,37.61640006],[126.92118741,37.61653157],[126.92091515,37.61670856],[126.92069172,37.61692421],[126.92052569,37.61717025],[126.92042345,37.61743722],[126.92038893,37.61771486],[126.92042345,37.61799249],[126.92052569,37.61825946],[126.92069172,37.61850549],[126.92091515,37.61872114],[126.92118741,37.61889812],[126.92149802,37.61902963],[126.92183505,37.61911061],[126.92218556,37.61913796],[126.92253607,37.61911061],[126.9228731,37.61902963],[126.92318371,37.61889812],[126.92345597,37.61872114],[126.9236794,37.61850549],[126.92384543,37.61825946],[126.92394767,37.61799249],[126.92398219,37.61771486]]]}"
6508471,2019036,1138010700,11380002,서울특별시 은평구2,서울특별시 은평구 응암동(와산교 부근),5,5,0,2,3,0,126.9133817,37.58882511,"{""type"":""Polygon"",""coordinates"":[[[126.91517829,37.58882511],[126.91514377,37.58854736],[126.91504153,37.58828029],[126.9148755,37.58803416],[126.91465207,37.58781842],[126.91437981,37.58764136],[126.9140692,37.5875098],[126.91373216,37.58742879],[126.91338166,37.58740143],[126.91303115,37.58742879],[126.91269412,37.5875098],[126.9123835,37.58764136],[126.91211125,37.58781842],[126.91188781,37.58803416],[126.91172179,37.58828029],[126.91161955,37.58854736],[126.91158503,37.58882511],[126.91161955,37.58910285],[126.91172179,37.58936992],[126.91188781,37.58961605],[126.91211125,37.58983179],[126.9123835,37.59000883],[126.91269412,37.59014039],[126.91303115,37.59022141],[126.91338166,37.59024876],[126.91373216,37.59022141],[126.9140692,37.59014039],[126.91437981,37.59000883],[126.91465207,37.58983179],[126.9148755,37.58961605],[126.91504153,37.58936992],[126.91514377,37.58910285],[126.91517829,37.58882511]]]}"
6506563,2019036,1138010400,11380003,서울특별시 은평구3,서울특별시 은평구 갈현동(갈현1동주민센터 부근),4,4,1,1,1,1,126.917051,37.62371954,"{""type"":""Polygon"",""coordinates"":[[[126.91884762,37.62371954],[126.9188131,37.62344193],[126.91871086,37.62317498],[126.91854483,37.62292896],[126.9183214,37.62271332],[126.91804914,37.62253635],[126.91773853,37.62240485],[126.91740149,37.62232387],[126.91705099,37.62229653],[126.91670048,37.62232387],[126.91636345,37.62240485],[126.91605283,37.62253635],[126.91578058,37.62271332],[126.91555714,37.62292896],[126.91539112,37.62317498],[126.91528888,37.62344193],[126.91525436,37.62371954],[126.91528888,37.62399716],[126.91539112,37.6242641],[126.91555714,37.62451011],[126.91578058,37.62472575],[126.91605283,37.62490271],[126.91636345,37.62503421],[126.91670048,37.62511519],[126.91705099,37.62514253],[126.91740149,37.62511519],[126.91773853,37.62503421],[126.91804914,37.62490271],[126.9183214,37.62472575],[126.91854483,37.62451011],[126.91871086,37.6242641],[126.9188131,37.62399716],[126.91884762,37.62371954]]]}"
6508472,2019036,1138010600,11380004,서울특별시 은평구4,서울특별시 은평구 대조동(서울병원 부근),4,4,0,2,2,0,126.929192,37.60856846,"{""type"":""Polygon"",""coordinates"":[[[126.93098866,37.60856846],[126.93095414,37.60829079],[126.9308519,37.60802379],[126.93068587,37.60777772],[126.93046244,37.60756203],[126.93019019,37.60738503],[126.92987957,37.6072535],[126.92954254,37.6071725],[126.92919203,37.60714516],[126.92884153,37.6071725],[126.92850449,37.6072535],[126.92819388,37.60738503],[126.92792162,37.60756203],[126.92769819,37.60777772],[126.92753216,37.60802379],[126.92742992,37.60829079],[126.9273954,37.60856846],[126.92742992,37.60884613],[126.92753216,37.60911312],[126.92769819,37.60935919],[126.92792162,37.60957487],[126.92819388,37.60975187],[126.92850449,37.60988339],[126.92884153,37.60996438],[126.92919203,37.60999173],[126.92954254,37.60996438],[126.92987957,37.60988339],[126.93019019,37.60975187],[126.93046244,37.60957487],[126.93068587,37.60935919],[126.9308519,37.60911312],[126.93095414,37.60884613],[126.93098866,37.60856846]]]}"
6508474,2019036,1138010400,11380005,서울특별시 은평구5,서울특별시 은평구 갈현동(호남식당 부근),3,3,0,2,1,0,126.9164808,37.61463783,"{""type"":""Polygon"",""coordinates"":[[[126.91827744,37.61463783],[126.91824292,37.61436018],[126.91814068,37.6140932],[126.91797466,37.61384715],[126.91775122,37.61363149],[126.91747897,37.61345449],[126.91716835,37.61332298],[126.91683132,37.61324199],[126.91648081,37.61321464],[126.91613031,37.61324199],[126.91579327,37.61332298],[126.91548266,37.61345449],[126.9152104,37.61363149],[126.91498697,37.61384715],[126.91482094,37.6140932],[126.9147187,37.61436018],[126.91468418,37.61463783],[126.9147187,37.61491547],[126.91482094,37.61518245],[126.91498697,37.61542849],[126.9152104,37.61564415],[126.91548266,37.61582114],[126.91579327,37.61595265],[126.91613031,37.61603364],[126.91648081,37.61606098],[126.91683132,37.61603364],[126.91716835,37.61595265],[126.91747897,37.61582114],[126.91775122,37.61564415],[126.91797466,37.61542849],[126.91814068,37.61518245],[126.91824292,37.61491547],[126.91827744,37.61463783]]]}"
6508475,2019036,1141011100,11410001,서울특별시 서대문구1,서울특별시 서대문구 홍제동(홍은사거리 부근),9,10,0,5,4,1,126.9419335,37.59141821,"{""type"":""Polygon"",""coordinates"":[[[126.94373012,37.59141821],[126.9436956,37.59114048],[126.94359336,37.59087342],[126.94342733,37.59062729],[126.9432039,37.59041156],[126.94293164,37.59023451],[126.94262103,37.59010295],[126.94228399,37.59002194],[126.94193349,37.58999458],[126.94158298,37.59002194],[126.94124595,37.59010295],[126.94093533,37.59023451],[126.94066308,37.59041156],[126.94043964,37.59062729],[126.94027362,37.59087342],[126.94017138,37.59114048],[126.94013686,37.59141821],[126.94017138,37.59169594],[126.94027362,37.591963],[126.94043964,37.59220913],[126.94066308,37.59242485],[126.94093533,37.5926019],[126.94124595,37.59273345],[126.94158298,37.59281446],[126.94193349,37.59284181],[126.94228399,37.59281446],[126.94262103,37.59273345],[126.94293164,37.5926019],[126.9432039,37.59242485],[126.94342733,37.59220913],[126.94359336,37.591963],[126.9436956,37.59169594],[126.94373012,37.59141821]]]}"
6508479,2019036,1141011900,11410002,서울특별시 서대문구2,서울특별시 서대문구 북가좌동(KEB하나은행 북가좌지점 부근),5,6,0,0,4,2,126.9117778,37.58062206,"{""type"":""Polygon"",""coordinates"":[[[126.91357439,37.58062206],[126.91353986,37.58034428],[126.91343763,37.58007718],[126.9132716,37.57983102],[126.91304817,37.57961525],[126.91277591,37.57943818],[126.9124653,37.5793066],[126.91212826,37.57922558],[126.91177776,37.57919822],[126.91142725,37.57922558],[126.91109021,37.5793066],[126.9107796,37.57943818],[126.91050735,37.57961525],[126.91028391,37.57983102],[126.91011789,37.58007718],[126.91001565,37.58034428],[126.90998112,37.58062206],[126.91001565,37.58089983],[126.91011789,37.58116693],[126.91028391,37.58141308],[126.91050735,37.58162884],[126.9107796,37.58180591],[126.91109021,37.58193748],[126.91142725,37.58201851],[126.91177776,37.58204586],[126.91212826,37.58201851],[126.9124653,37.58193748],[126.91277591,37.58180591],[126.91304817,37.58162884],[126.9132716,37.58141308],[126.91343763,37.58116693],[126.91353986,37.58089983],[126.91357439,37.58062206]]]}"
6506482,2019036,1141011100,11410003,서울특별시 서대문구3,서울특별시 서대문구 홍제동(사랑나눔사회복지센터 부근),3,3,0,3,0,0,126.9481389,37.59403471,"{""type"":""Polygon"",""coordinates"":[[[126.94993555,37.59403471],[126.94990103,37.59375698],[126.94979879,37.59348993],[126.94963276,37.59324381],[126.94940933,37.59302809],[126.94913707,37.59285105],[126.94882646,37.59271949],[126.94848943,37.59263848],[126.94813892,37.59261113],[126.94778842,37.59263848],[126.94745138,37.59271949],[126.94714077,37.59285105],[126.94686851,37.59302809],[126.94664508,37.59324381],[126.94647905,37.59348993],[126.94637681,37.59375698],[126.94634229,37.59403471],[126.94637681,37.59431243],[126.94647905,37.59457948],[126.94664508,37.59482559],[126.94686851,37.59504131],[126.94714077,37.59521835],[126.94745138,37.5953499],[126.94778842,37.59543091],[126.94813892,37.59545826],[126.94848943,37.59543091],[126.94882646,37.5953499],[126.94913707,37.59521835],[126.94940933,37.59504131],[126.94963276,37.59482559],[126.94979879,37.59457948],[126.94990103,37.59431243],[126.94993555,37.59403471]]]}"
6506496,2019036,1141011800,11410004,서울특별시 서대문구4,서울특별시 서대문구 홍은동(홍연2교 부근),3,3,0,2,0,1,126.9300583,37.57793194,"{""type"":""Polygon"",""coordinates"":[[[126.93185494,37.57793194],[126.93182042,37.57765415],[126.93171818,37.57738704],[126.93155215,37.57714087],[126.93132872,37.5769251],[126.93105646,37.57674802],[126.93074585,37.57661644],[126.93040881,37.57653541],[126.93005831,37.57650805],[126.9297078,37.57653541],[126.92937077,37.57661644],[126.92906016,37.57674802],[126.9287879,37.5769251],[126.92856447,37.57714087],[126.92839844,37.57738704],[126.9282962,37.57765415],[126.92826168,37.57793194],[126.9282962,37.57820972],[126.92839844,37.57847683],[126.92856447,37.57872299],[126.9287879,37.57893876],[126.92906016,37.57911583],[126.92937077,37.57924741],[126.9297078,37.57932844],[126.93005831,37.5793558],[126.93040881,37.57932844],[126.93074585,37.57924741],[126.93105646,37.57911583],[126.93132872,37.57893876],[126.93155215,37.57872299],[126.93171818,37.57847683],[126.93182042,37.57820972],[126.93185494,37.57793194]]]}"
6508478,2019036,1141011200,11410005,서울특별시 서대문구5,서울특별시 서대문구 대현동(CGV신촌아트레온 부근),2,2,1,0,0,1,126.9419111,37.55654594,"{""type"":""Polygon"",""coordinates"":[[[126.94370773,37.55654594],[126.94367321,37.55626808],[126.94357097,37.55600089],[126.94340494,37.55575465],[126.94318151,37.55553881],[126.94290925,37.55536168],[126.94259864,37.55523006],[126.9422616,37.55514901],[126.9419111,37.55512164],[126.94156059,37.55514901],[126.94122356,37.55523006],[126.94091294,37.55536168],[126.94064069,37.55553881],[126.94041726,37.55575465],[126.94025123,37.55600089],[126.94014899,37.55626808],[126.94011447,37.55654594],[126.94014899,37.5568238],[126.94025123,37.55709099],[126.94041726,37.55733722],[126.94064069,37.55755305],[126.94091294,37.55773018],[126.94122356,37.55786179],[126.94156059,37.55794284],[126.9419111,37.55797021],[126.9422616,37.55794284],[126.94259864,37.55786179],[126.94290925,37.55773018],[126.94318151,37.55755305],[126.94340494,37.55733722],[126.94357097,37.55709099],[126.94367321,37.5568238],[126.94370773,37.55654594]]]}"
6508785,2019036,1147010200,11470001,서울특별시 양천구1,서울특별시 양천구 목동(한독빌딩 부근),6,6,0,3,3,0,126.8634323,37.53513713,"{""type"":""Polygon"",""coordinates"":[[[126.86522897,37.53513713],[126.86519445,37.53485919],[126.86509221,37.53459192],[126.86492619,37.53434561],[126.86470275,37.53412972],[126.8644305,37.53395253],[126.86411988,37.53382088],[126.86378285,37.5337398],[126.86343234,37.53371243],[126.86308184,37.5337398],[126.8627448,37.53382088],[126.86243419,37.53395253],[126.86216193,37.53412972],[126.8619385,37.53434561],[126.86177247,37.53459192],[126.86167023,37.53485919],[126.86163571,37.53513713],[126.86167023,37.53541507],[126.86177247,37.53568234],[126.8619385,37.53592864],[126.86216193,37.53614453],[126.86243419,37.53632171],[126.8627448,37.53645336],[126.86308184,37.53653444],[126.86343234,37.53656181],[126.86378285,37.53653444],[126.86411988,37.53645336],[126.8644305,37.53632171],[126.86470275,37.53614453],[126.86492619,37.53592864],[126.86509221,37.53568234],[126.86519445,37.53541507],[126.86522897,37.53513713]]]}"
6508788,2019036,1147010300,11470002,서울특별시 양천구2,서울특별시 양천구 신월동(중앙빌딩 부근),5,5,0,1,4,0,126.8349433,37.52095132,"{""type"":""Polygon"",""coordinates"":[[[126.83673997,37.52095132],[126.83670545,37.52067333],[126.83660321,37.52040601],[126.83643719,37.52015965],[126.83621375,37.51994372],[126.8359415,37.5197665],[126.83563088,37.51963482],[126.83529385,37.51955373],[126.83494334,37.51952635],[126.83459284,37.51955373],[126.8342558,37.51963482],[126.83394519,37.5197665],[126.83367293,37.51994372],[126.8334495,37.52015965],[126.83328347,37.52040601],[126.83318123,37.52067333],[126.83314671,37.52095132],[126.83318123,37.52122932],[126.83328347,37.52149663],[126.8334495,37.52174299],[126.83367293,37.52195892],[126.83394519,37.52213613],[126.8342558,37.52226781],[126.83459284,37.52234889],[126.83494334,37.52237627],[126.83529385,37.52234889],[126.83563088,37.52226781],[126.8359415,37.52213613],[126.83621375,37.52195892],[126.83643719,37.52174299],[126.83660321,37.52149663],[126.83670545,37.52122932],[126.83673997,37.52095132]]]}"
6508786,2019036,1147010300,11470003,서울특별시 양천구3,서울특별시 양천구 신월동(신월제일교회 부근),4,4,1,1,2,0,126.8390477,37.51708251,"{""type"":""Polygon"",""coordinates"":[[[126.84084437,37.51708251],[126.84080985,37.5168045],[126.84070761,37.51653717],[126.84054158,37.5162908],[126.84031815,37.51607485],[126.84004589,37.51589763],[126.83973528,37.51576594],[126.83939824,37.51568485],[126.83904774,37.51565746],[126.83869723,37.51568485],[126.8383602,37.51576594],[126.83804958,37.51589763],[126.83777733,37.51607485],[126.83755389,37.5162908],[126.83738787,37.51653717],[126.83728563,37.5168045],[126.83725111,37.51708251],[126.83728563,37.51736052],[126.83738787,37.51762785],[126.83755389,37.51787422],[126.83777733,37.51809016],[126.83804958,37.51826738],[126.8383602,37.51839906],[126.83869723,37.51848016],[126.83904774,37.51850754],[126.83939824,37.51848016],[126.83973528,37.51839906],[126.84004589,37.51826738],[126.84031815,37.51809016],[126.84054158,37.51787422],[126.84070761,37.51762785],[126.84080985,37.51736052],[126.84084437,37.51708251]]]}"
6508787,2019036,1147010100,11470004,서울특별시 양천구4,서울특별시 양천구 신정동(은혜재가요양센터 부근),3,3,1,0,2,0,126.8511311,37.52348205,"{""type"":""Polygon"",""coordinates"":[[[126.8529277,37.52348205],[126.85289318,37.52320406],[126.85279094,37.52293675],[126.85262491,37.5226904],[126.85240148,37.52247447],[126.85212922,37.52229727],[126.85181861,37.52216559],[126.85148158,37.5220845],[126.85113107,37.52205712],[126.85078057,37.5220845],[126.85044353,37.52216559],[126.85013292,37.52229727],[126.84986066,37.52247447],[126.84963723,37.5226904],[126.8494712,37.52293675],[126.84936896,37.52320406],[126.84933444,37.52348205],[126.84936896,37.52376003],[126.8494712,37.52402734],[126.84963723,37.52427368],[126.84986066,37.52448961],[126.85013292,37.52466681],[126.85044353,37.52479849],[126.85078057,37.52487957],[126.85113107,37.52490695],[126.85148158,37.52487957],[126.85181861,37.52479849],[126.85212922,37.52466681],[126.85240148,37.52448961],[126.85262491,37.52427368],[126.85279094,37.52402734],[126.85289318,37.52376003],[126.8529277,37.52348205]]]}"
6508789,2019036,1150010200,11500001,서울특별시 강서구1,서울특별시 강서구 등촌동(신한이모르젠아파트 부근),7,10,0,4,6,0,126.86395,37.54985974,"{""type"":""Polygon"",""coordinates"":[[[126.86574659,37.54985974],[126.86571207,37.54958185],[126.86560983,37.54931464],[126.8654438,37.54906838],[126.86522037,37.54885252],[126.86494811,37.54867538],[126.8646375,37.54854375],[126.86430047,37.54846269],[126.86394996,37.54843532],[126.86359945,37.54846269],[126.86326242,37.54854375],[126.86295181,37.54867538],[126.86267955,37.54885252],[126.86245612,37.54906838],[126.86229009,37.54931464],[126.86218785,37.54958185],[126.86215333,37.54985974],[126.86218785,37.55013763],[126.86229009,37.55040484],[126.86245612,37.5506511],[126.86267955,37.55086694],[126.86295181,37.55104409],[126.86326242,37.55117571],[126.86359945,37.55125677],[126.86394996,37.55128414],[126.86430047,37.55125677],[126.8646375,37.55117571],[126.86494811,37.55104409],[126.86522037,37.55086694],[126.8654438,37.5506511],[126.86560983,37.55040484],[126.86571207,37.55013763],[126.86574659,37.54985974]]]}"
