No.,시설명,설치장소,주소,X,Y
764,시온성어린이집 놀이시설,어린이집,제주특별자치도 제주시 월랑로 95,126.4715696,33.49249042
765,성암어린이집 놀이시설,어린이집,제주특별자치도 제주시 한경면 저지1길 16,126.252624,33.32801054
766,선유어린이집 놀이시설,어린이집,제주특별자치도 제주시 구좌읍 일주동로 1908,126.7353209,33.55519845
767,선덕어린이집 놀이시설,어린이집,제주특별자치도 제주시 정실3길 57 ,126.5115626,33.47596711
768,쁘띠어린이집 놀이시설,어린이집,제주특별자치도 제주시 조천읍 신북로 353-12,126.6484424,33.54195238
769,보람어린이집 놀이시설,어린이집,제주특별자치도 제주시 애월읍 하귀3길 23,126.4171603,33.48679968
770,반석어린이집 놀이시설,어린이집,제주특별자치도 제주시 매촌안길 35-1 ,126.5922841,33.51223408
771,무궁화어린이집 놀이시설,어린이집,제주특별자치도 제주시 사송길 42,126.5646433,33.47411052
772,명륜원어린이집 놀이시설,어린이집,제주특별자치도 제주시 인다15길 6 ,126.5480892,33.46944378
773,등대어린이집 놀이시설,어린이집,제주특별자치도 제주시 한경면 고산로4길 12-21,126.1822951,33.30434106
774,둥지어린이집 놀이시설,어린이집,제주특별자치도 제주시 애월읍 하광로 199,126.419466,33.47027558
775,동남어린이집 놀이시설,어린이집,제주특별자치도 제주시 한림읍 옹포4길 7,126.2521433,33.40153179
776,대림어린이집 놀이시설,어린이집,제주특별자치도 제주시 남광로 140-1 ,126.5491737,33.49873126
777,늘해랑어린이집 놀이시설,어린이집,제주특별자치도 제주시 애월읍 금성6길 29,126.3037833,33.44290942
778,낮은울타리어린이집 놀이시설,어린이집,제주특별자치도 제주시 조천읍 신촌인수물남길 20,126.6216087,33.51570874
779,남국어린이집 놀이시설,어린이집,제주특별자치도 제주시 중앙로 476,126.5434476,33.48060634
780,제주특별자치도공관어린이집 놀이시설,어린이집,제주특별자치도 제주시 삼무로11길 28 ,126.4956814,33.49104974
781,정실어린이집 놀이시설,어린이집,제주특별자치도 제주시 아연로 186 ,126.5092851,33.46969204
782,용담동어린이집 놀이시설,어린이집,제주특별자치도 제주시 용담로 98-10 ,126.512375,33.51125827
783,공립새솔어린이집 놀이시설,어린이집,제주특별자치도 제주시 애월읍 하귀11길 32,126.4136329,33.48335696
784,건입동어린이집 놀이시설,어린이집,제주특별자치도 제주시 연무정동길 22-1,126.5349221,33.51542965
